@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}

@data
210,'2017/02/12 17:20:06:978',1,-145.89241,178.07428,93.282463,0,0,0,-98.465096,177.471161,35.99419,-143.924606,255.210037,38.779003,-106.780769,141.10527,49.123085,-119.412971,133.707352,56.004856,-132.627426,142.494598,59.177822,104629.5,0.376215,-0.4929,-0.784546,-0.187574,0.788704,-0.585459,0.651939,0.932237,-0.310054,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
211,'2017/02/12 17:20:06:996',1,-145.836868,177.885193,93.288589,0,0,0,-98.401512,177.382126,35.973625,-144.027512,255.374115,38.794342,-106.678665,140.959366,49.233131,-119.291214,133.56778,56.034615,-132.511459,142.347794,59.198051,105655.492188,0.377233,-0.491881,-0.784697,-0.188228,0.78889,-0.584998,0.654241,0.932728,-0.311298,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
212,'2017/02/12 17:20:07:011',1,-146.099655,177.527115,93.924744,0,0,0,-98.030296,176.228531,37.179775,-142.73378,255.004105,39.141247,-106.889847,139.985214,50.449619,-119.677216,132.850937,56.965107,-132.818329,141.716263,60.133362,100501.132813,0.380332,-0.499256,-0.778519,-0.17141,0.789142,-0.589808,0.651009,0.928959,-0.282829,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
213,'2017/02/12 17:20:07:027',1,-146.544724,177.17131,94.611008,0,0,0,-97.938988,175.032776,38.482628,-141.901169,254.498764,39.325375,-107.163254,139.218002,51.537853,-120.127953,132.281403,57.769936,-133.219574,141.056137,61.16087,96282.203125,0.384587,-0.507774,-0.770881,-0.157098,0.786924,-0.596717,0.648219,0.922011,-0.257429,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
214,'2017/02/12 17:20:07:044',1,-146.905441,176.82666,95.207008,0,0,0,-98.095619,174.222229,39.408924,-141.817459,254.394913,39.727356,-107.402855,139.010025,51.833942,-120.50032,131.811981,58.416931,-133.588928,140.612396,61.833515,94601.34375,0.386201,-0.512292,-0.767076,-0.149898,0.785686,-0.60019,0.645973,0.918455,-0.244744,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
215,'2017/02/12 17:20:07:061',1,-147.129745,176.353149,95.735794,0,0,0,-98.414833,173.775482,39.958187,-142.036484,254.209793,40.400173,-107.649353,139.087601,51.506645,-120.813026,131.510376,58.573105,-133.91571,140.288834,62.100372,93424.09375,0.384494,-0.511045,-0.768763,-0.148964,0.787518,-0.598017,0.645015,0.921326,-0.244129,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
216,'2017/02/12 17:20:07:079',1,-147.176025,176.1866,95.977547,0,0,0,-98.372139,173.723053,40.314095,-142.036438,254.139282,40.544308,-107.704102,139.273941,51.178665,-120.878433,131.57016,58.309601,-134.025604,140.20311,62.184364,92031.945313,0.383304,-0.510666,-0.769609,-0.148288,0.788416,-0.597001,0.643883,0.922693,-0.243461,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
217,'2017/02/12 17:20:07:095',1,-147.202866,176.085922,96.125168,0,0,0,-98.235229,173.817047,40.588921,-141.96756,253.980865,40.362854,-107.721298,139.406418,50.921177,-120.856987,131.814575,57.698452,-134.087936,140.219131,62.087578,90890.570313,0.382547,-0.510455,-0.770126,-0.147862,0.788961,-0.596387,0.643132,0.92352,-0.243029,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
218,'2017/02/12 17:20:07:111',1,-147.194565,176.036743,96.208183,0,0,0,-98.097618,173.949554,40.76326,-141.837891,253.81105,40.010712,-107.659531,139.733154,50.319511,-120.830048,131.946228,57.319435,-134.115616,140.256119,61.954945,91400.796875,0.38175,-0.51047,-0.770511,-0.14751,0.789312,-0.596009,0.642118,0.924039,-0.242621,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
219,'2017/02/12 17:20:07:127',1,-147.217499,176.004501,96.276688,0,0,0,-98.062019,174.0746,40.845463,-141.941925,253.931305,40.006264,-107.633621,140.021408,49.829597,-120.83448,132.037949,57.095142,-134.152878,140.308167,61.855038,91370.570313,0.381173,-0.509663,-0.77133,-0.147771,0.790004,-0.595027,0.64215,0.925254,-0.24342,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
220,'2017/02/12 17:20:07:147',1,-147.293015,175.943817,96.384743,0,0,0,-98.164375,174.107712,40.89558,-142.440079,254.591049,40.389469,-107.713516,140.156815,49.591022,-120.894547,132.152191,56.823051,-134.248459,140.32988,61.805981,91060.453125,0.380281,-0.508318,-0.772657,-0.148666,0.790962,-0.59353,0.642294,0.927046,-0.245428,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
221,'2017/02/12 17:20:07:161',1,-147.398788,175.905518,96.571411,0,0,0,-98.336639,174.125732,41.016201,-143.335037,255.89801,41.311409,-107.878418,140.26326,49.430161,-121.048477,132.237701,56.675282,-134.422607,140.400909,61.721073,90782.101563,0.378604,-0.507144,-0.774251,-0.149067,0.792191,-0.591788,0.641284,0.929201,-0.246758,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
222,'2017/02/12 17:20:07:178',1,-147.577316,175.928848,96.801239,0,0,0,-98.519806,173.970581,41.230541,-144.097809,257.159851,42.168575,-108.176559,140.291138,49.291756,-121.387321,132.19043,56.761341,-134.746719,140.422272,61.730122,92023.796875,0.375886,-0.508561,-0.774646,-0.147248,0.792549,-0.591764,0.6365,0.929437,-0.243876,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
223,'2017/02/12 17:20:07:195',1,-147.634445,175.908035,96.868027,0,0,0,-98.609039,173.848999,41.302258,-144.333588,257.556488,42.424976,-108.268097,140.220963,49.319687,-121.478432,132.14801,56.762352,-134.838333,140.407761,61.675789,92147.820313,0.375185,-0.509158,-0.774593,-0.146513,0.792559,-0.591933,0.635048,0.929306,-0.24264,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
224,'2017/02/12 17:20:07:210',1,-147.671463,175.929459,96.90844,0,0,0,-98.659973,173.631592,41.385136,-144.562897,258.050507,42.51973,-108.355125,140.082413,49.326603,-121.565376,132.080124,56.68924,-134.934494,140.393631,61.535873,91909.671875,0.374024,-0.511444,-0.773648,-0.144609,0.791829,-0.593376,0.631431,0.927696,-0.239047,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
225,'2017/02/12 17:20:07:226',1,-147.692337,175.917648,96.807396,0,0,0,-98.776474,173.193802,41.349121,-144.561768,258.056274,42.058376,-108.474106,139.747742,49.244503,-121.682571,131.877518,56.467453,-135.063461,140.2211,61.388645,91249.898438,0.371955,-0.516376,-0.771366,-0.142378,0.789418,-0.597116,0.624233,0.923211,-0.234073,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
226,'2017/02/12 17:20:07:244',1,-147.737335,176.047623,96.566475,0,0,0,-98.729034,172.568481,41.458778,-143.982269,257.986542,41.215305,-108.470909,139.341507,49.167255,-121.804741,131.533447,56.557182,-135.167847,139.995346,61.408493,90677.945313,0.371925,-0.525053,-0.765501,-0.134237,0.785569,-0.604038,0.616313,0.915298,-0.21868,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
227,'2017/02/12 17:20:07:261',1,-147.701447,176.039551,96.497658,0,0,0,-98.824646,172.633865,41.442764,-144.250244,258.244751,41.135899,-108.441734,139.343536,48.913486,-121.763252,131.533569,56.298347,-135.148544,139.97464,61.292934,91459.289063,0.371031,-0.525483,-0.76564,-0.135199,0.785138,-0.604383,0.614792,0.914756,-0.220075,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
228,'2017/02/12 17:20:07:277',1,-147.640305,176.055374,96.354042,0,0,0,-99.045914,172.611908,41.215794,-144.848038,258.820526,41.188656,-108.483002,139.34137,48.564476,-121.782288,131.518494,56.02594,-135.167633,139.956711,61.120197,92269.9375,0.368746,-0.52622,-0.766237,-0.137375,0.784424,-0.60482,0.611226,0.913966,-0.223345,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
229,'2017/02/12 17:20:07:294',1,-147.476242,176.219437,95.903191,0,0,0,-99.127441,172.527008,40.67086,-145.630737,259.655426,41.022114,-108.407448,139.221436,48.207184,-121.681145,131.463104,55.735954,-135.041962,139.92392,60.852222,96300.210938,0.366894,-0.53014,-0.764422,-0.140069,0.780877,-0.608779,0.605384,0.908613,-0.226146,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
230,'2017/02/12 17:20:07:311',1,-147.230042,176.230103,95.480598,0,0,0,-99.059517,172.48111,40.208809,-146.252518,260.414398,41.180969,-108.144035,138.938019,47.977818,-121.406319,131.29567,55.493477,-134.749588,139.793655,60.615837,100413.164063,0.366474,-0.532346,-0.763089,-0.142122,0.778496,-0.611348,0.602907,0.905087,-0.228415,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
231,'2017/02/12 17:20:07:327',1,-146.933472,176.128891,95.066734,0,0,0,-99.00573,172.440979,39.756702,-146.682922,260.862,41.26836,-107.848373,138.53894,47.804775,-121.093651,131.049911,55.249939,-134.412766,139.597961,60.360996,103870.242188,0.365922,-0.533429,-0.762597,-0.144198,0.777034,-0.612719,0.601255,0.903085,-0.231135,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
232,'2017/02/12 17:20:07:343',1,-146.917831,176.131485,94.931252,0,0,0,-98.973839,172.395508,39.746284,-146.77742,261.115143,41.358608,-107.7976,138.287445,47.916294,-121.062508,130.877243,55.339134,-134.369507,139.502609,60.349506,104595.34375,0.366437,-0.53545,-0.760932,-0.142453,0.775889,-0.614576,0.600147,0.900896,-0.227768,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
233,'2017/02/12 17:20:07:359',1,-146.80777,175.983856,94.844528,0,0,0,-98.929886,172.53537,39.792496,-147.124695,261.565887,41.913151,-107.606621,138.010529,48.023563,-120.876427,130.707123,55.339134,-134.184555,139.354507,60.299717,106048.710938,0.367485,-0.535097,-0.760675,-0.142666,0.775789,-0.614652,0.601787,0.900773,-0.22807,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
234,'2017/02/12 17:20:07:377',1,-146.80777,175.983856,94.844528,0,0,0,-98.929886,172.53537,39.792496,-147.124695,261.565887,41.913151,-107.606621,138.010529,48.023563,-120.876427,130.707123,55.339134,-134.184555,139.354507,60.299717,106048.710938,0.367485,-0.535097,-0.760675,-0.142666,0.775789,-0.614652,0.601787,0.900773,-0.22807,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
235,'2017/02/12 17:20:07:395',1,-146.775101,175.982101,94.777115,0,0,0,-98.95546,172.627243,39.860722,-147.251205,262.004486,42.313255,-107.581345,137.796921,48.167683,-120.868095,130.637878,55.328354,-134.156372,139.286713,60.317177,106604.625,0.367464,-0.536203,-0.759906,-0.140971,0.775517,-0.615386,0.600797,0.900021,-0.225191,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
236,'2017/02/12 17:20:07:411',1,-146.740082,176.029312,94.633675,0,0,0,-99.007904,172.555649,39.862854,-147.238266,262.399506,42.488197,-107.521111,137.659409,48.200314,-120.835831,130.531235,55.366528,-134.10672,139.221481,60.322376,107155.367188,0.368011,-0.538442,-0.758055,-0.138261,0.774518,-0.617257,0.599547,0.897914,-0.220356,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
237,'2017/02/12 17:20:07:428',1,-146.704987,176.068893,94.391136,0,0,0,-99.097252,172.121613,39.787659,-147.203583,262.612549,42.296955,-107.422813,137.364502,48.294453,-120.774261,130.288391,55.482815,-134.016113,139.030579,60.384876,108422.867188,0.36916,-0.543082,-0.754177,-0.135138,0.771504,-0.621707,0.597005,0.892506,-0.214037,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
238,'2017/02/12 17:20:07:444',1,-146.691208,176.05864,94.185539,0,0,0,-99.041168,171.745972,39.688984,-147.662079,263.117249,42.614204,-107.323936,137.131638,48.3545,-120.688171,130.061661,55.597542,-133.922424,138.853195,60.412682,111228.546875,0.370554,-0.546544,-0.750986,-0.134199,0.768557,-0.625549,0.595804,0.887621,-0.211327,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
239,'2017/02/12 17:20:07:459',1,-146.77858,176.062317,94.116035,0,0,0,-98.775467,171.382767,39.771793,-148.168289,263.753143,43.348625,-107.343987,136.904129,48.505856,-120.741043,129.97261,55.535416,-133.967087,138.705658,60.506023,113239.9375,0.371719,-0.550348,-0.747624,-0.131395,0.766033,-0.629229,0.594041,0.883135,-0.205861,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
240,'2017/02/12 17:20:07:477',1,-146.945602,176.106201,94.036766,0,0,0,-98.492096,170.794647,40.013275,-148.414185,264.307526,43.835117,-107.334488,136.739182,48.497543,-120.835205,129.707138,55.779469,-134.057266,138.503998,60.658672,114155.484375,0.374132,-0.557035,-0.741443,-0.124979,0.761928,-0.635489,0.591444,0.875633,-0.194188,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
241,'2017/02/12 17:20:07:494',1,-147.078506,176.062363,93.993652,0,0,0,-98.31675,170.150345,40.265255,-148.288422,264.429047,43.872108,-107.354172,136.454407,48.529568,-120.955185,129.414673,55.891628,-134.177521,138.294846,60.590172,112329.960938,0.375553,-0.56329,-0.735979,-0.118432,0.758429,-0.640905,0.588035,0.869187,-0.182727,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
242,'2017/02/12 17:20:07:510',1,-147.214355,176.036926,93.948372,0,0,0,-98.238289,169.554169,40.463531,-148.092697,264.356445,43.624226,-107.421631,136.280472,48.351444,-121.127434,129.100189,56.069607,-134.334457,138.047379,60.65316,111063.46875,0.375931,-0.569144,-0.731267,-0.112932,0.755131,-0.645774,0.583736,0.863302,-0.173129,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
243,'2017/02/12 17:20:07:526',1,-147.346222,176.008102,93.897263,0,0,0,-98.209694,169.056488,40.618305,-147.92337,264.155182,43.20993,-107.508827,136.034607,48.35664,-121.276611,128.813232,56.238579,-134.473007,137.846466,60.642315,109526.992188,0.376244,-0.574018,-0.727286,-0.108978,0.752098,-0.649978,0.580202,0.858105,-0.166119,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
244,'2017/02/12 17:20:07:543',1,-147.419373,175.972977,93.865593,0,0,0,-98.147545,168.763489,40.730801,-147.824524,263.989075,42.928947,-107.497818,135.991608,48.143269,-121.34066,128.601837,56.405945,-134.521896,137.688232,60.668621,108854.9375,0.37675,-0.576953,-0.724697,-0.106655,0.750122,-0.652642,0.578481,0.854779,-0.161988,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
245,'2017/02/12 17:20:07:561',1,-147.502014,175.940506,93.836853,0,0,0,-98.03743,168.519562,40.83239,-147.754257,263.829315,42.6717,-107.551041,135.807587,48.164036,-121.414604,128.418533,56.464329,-134.60611,137.527283,60.739201,108371.664063,0.376879,-0.579749,-0.722394,-0.104512,0.748306,-0.655069,0.576427,0.851738,-0.158211,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
246,'2017/02/12 17:20:07:577',1,-147.746292,176.062225,93.730713,0,0,0,-98.099304,168.330414,40.927792,-147.739517,263.729767,42.179474,-107.687752,135.713654,48.241108,-121.599342,128.303253,56.676811,-134.799072,137.470459,60.844067,108027.289063,0.378266,-0.583629,-0.718534,-0.101389,0.745419,-0.658841,0.575058,0.846974,-0.152692,143.042709,69.296532,-66.563972,0,0,0,76.178154,43.785564,-24.226583,43.183258,65.520111,-76.286842,49.218338,61.862072,-105.814377,69.488579,72.984268,-130.700195,91.347015,73.965874,-129.597717,1602.558838,-0.450118,-0.783323,-0.428717,-0.786578,0.575078,-0.2249,-0.521553,1.198005,-1.292304,0,0,1
